CLUESmallArea,BlockId,Usage,SumFloors2002,BuildingCount2002,SumFloors2021,BuildingCount2021,MostFloors2002,MostFloors2021
Melbourne (CBD),38,Commercial Accommodation,0.0,0,11.0,1,0,11
Melbourne (CBD),38,Retail - Shop,0.0,0,6.0,1,0,6
Melbourne (CBD),38,Unoccupied - Under Renovation,22.0,3,0.0,0,10,0
Melbourne (CBD),38,Storage,2.0,1,0.0,0,2,0
Melbourne (CBD),38,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Melbourne (CBD),38,Unoccupied - Under Demolition/Condemned,0.0,0,0.0,0,0,0
Melbourne (CBD),38,"Performances, Conferences, Ceremonies",0.0,0,0.0,0,0,0
Melbourne (CBD),38,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),14,Residential Apartment,33.0,5,39.0,5,7,10
Melbourne (CBD),14,Parking - Commercial Covered,32.0,3,27.0,2,19,19
Melbourne (CBD),14,Office,65.0,7,79.0,8,16,16
Melbourne (CBD),14,Unoccupied - Under Renovation,5.0,1,5.0,1,5,5
Melbourne (CBD),14,Commercial Accommodation,35.0,3,35.0,3,13,13
Melbourne (CBD),14,Entertainment/Recreation - Indoor,11.0,3,11.0,3,6,6
Melbourne (CBD),14,Unoccupied - Unused,11.0,2,26.0,5,6,9
Melbourne (CBD),14,Educational/Research,17.0,2,12.0,2,11,6
Melbourne (CBD),14,Retail - Shop,2.0,1,0.0,0,2,0
Melbourne (CBD),14,Storage,0.0,0,0.0,0,0,0
Melbourne (CBD),14,Unoccupied - Under Construction,1.0,1,0.0,0,1,0
Melbourne (CBD),14,House/Townhouse,3.0,1,0.0,0,3,0
Melbourne (CBD),96,Educational/Research,13.0,1,109.0,16,13,15
Melbourne (CBD),96,Office,0.0,0,16.0,5,0,4
Melbourne (CBD),96,Public Display Area,3.0,1,3.0,1,3,3
Melbourne (CBD),96,Unoccupied - Under Renovation,8.0,3,0.0,0,4,0
Melbourne (CBD),96,Unoccupied - Unused,0.0,0,0.0,0,0,0
Melbourne (CBD),96,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Melbourne (CBD),96,Community Use,0.0,0,0.0,0,0,0
Melbourne (CBD),96,House/Townhouse,0,0,0,0
Melbourne (CBD),96,Entertainment/Recreation - Indoor,0,0,0,0
Melbourne (CBD),96,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),15,Residential Apartment,15.0,2,29.0,3,8,14
Melbourne (CBD),15,Commercial Accommodation,10.0,2,25.0,3,6,15
Melbourne (CBD),15,Unoccupied - Unused,17.0,2,15.0,2,14,10
Melbourne (CBD),15,Office,47.0,5,33.0,3,17,17
Melbourne (CBD),15,Unoccupied - Under Construction,0.0,0,1.0,1,0,1
Melbourne (CBD),15,Retail - Shop,8.0,3,3.0,1,3,3
Melbourne (CBD),15,Educational/Research,21.0,3,30.0,4,8,9
Melbourne (CBD),15,Student Accommodation,14.0,1,14.0,1,14,14
Melbourne (CBD),15,Workshop/Studio,10.0,1,0.0,0,10,0
Melbourne (CBD),15,Entertainment/Recreation - Indoor,8.0,3,3.0,1,3,3
Melbourne (CBD),15,Storage,2.0,1,0.0,0,2,0
Melbourne (CBD),15,Unoccupied - Under Renovation,8.0,1,0.0,0,8,0
Melbourne (CBD),15,House/Townhouse,0,0,0,0
Melbourne (CBD),15,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),54,Retail - Shop,29.0,10,22.0,8,4,3
Melbourne (CBD),54,Entertainment/Recreation - Indoor,8.0,3,26.0,8,3,9
Melbourne (CBD),54,Educational/Research,0.0,0,29.0,3,0,19
Melbourne (CBD),54,Office,65.0,11,54.0,10,16,16
Melbourne (CBD),54,Unoccupied - Unused,18.0,6,26.0,9,4,4
Melbourne (CBD),54,Parking - Commercial Covered,4.0,1,3.0,1,4,3
Melbourne (CBD),54,Residential Apartment,30.0,8,29.0,7,8,8
Melbourne (CBD),54,Storage,14.0,6,9.0,3,3,4
Melbourne (CBD),54,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Melbourne (CBD),54,Hospital/Clinic,5.0,1,0.0,0,5,0
Melbourne (CBD),54,Unoccupied - Under Construction,19.0,1,0.0,0,19,0
Melbourne (CBD),54,Retail - Showroom,0.0,0,0.0,0,0,0
Melbourne (CBD),54,Parking - Private Covered,2.0,1,0.0,0,2,0
Melbourne (CBD),54,Workshop/Studio,0.0,0,0.0,0,0,0
Melbourne (CBD),54,Unoccupied - Under Demolition/Condemned,0.0,0,0.0,0,0,0
Melbourne (CBD),54,House/Townhouse,0,0,0,0
Melbourne (CBD),27,Office,121.0,12,118.0,7,50,52
Melbourne (CBD),27,Retail - Shop,0.0,0,11.0,3,0,5
Melbourne (CBD),27,Unoccupied - Unused,0.0,0,0.0,0,0,0
Melbourne (CBD),27,Entertainment/Recreation - Indoor,11.0,2,16.0,3,6,6
Melbourne (CBD),27,Commercial Accommodation,34.0,1,29.0,1,34,29
Melbourne (CBD),27,Equipment Installation,1.0,1,1.0,1,1,1
Melbourne (CBD),27,Parking - Commercial Covered,0.0,0,2.0,1,0,2
Melbourne (CBD),27,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Melbourne (CBD),27,Hospital/Clinic,0.0,0,7.0,1,0,7
Melbourne (CBD),27,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Melbourne (CBD),27,House/Townhouse,0,0,0,0
Melbourne (CBD),94,"Performances, Conferences, Ceremonies",2.0,1,2.0,1,2,2
Melbourne (CBD),94,Residential Apartment,13.0,1,77.0,2,13,64
Melbourne (CBD),94,Unoccupied - Under Construction,0.0,0,82.0,2,0,81
Melbourne (CBD),94,Commercial Accommodation,0.0,0,6.0,1,0,6
Melbourne (CBD),94,Student Accommodation,0.0,0,24.0,1,0,24
Melbourne (CBD),94,Storage,2.0,1,2.0,1,2,2
Melbourne (CBD),94,Educational/Research,4.0,1,11.0,2,4,7
Melbourne (CBD),94,Unoccupied - Under Demolition/Condemned,0.0,0,0.0,0,0,0
Melbourne (CBD),94,Unoccupied - Under Renovation,7.0,1,0.0,0,7,0
Melbourne (CBD),94,Office,59.0,3,57.0,3,35,35
Melbourne (CBD),94,Parking - Commercial Covered,0.0,0,0.0,0,0,0
Melbourne (CBD),94,Entertainment/Recreation - Indoor,2.0,1,2.0,1,2,2
Melbourne (CBD),94,Unoccupied - Unused,2.0,1,0.0,0,2,0
Melbourne (CBD),94,Manufacturing,2.0,1,0.0,0,2,0
Melbourne (CBD),94,Retail - Shop,0.0,0,0.0,0,0,0
Melbourne (CBD),94,House/Townhouse,0,0,0,0
Melbourne (CBD),58,Entertainment/Recreation - Indoor,27.0,13,35.0,16,3,3
Melbourne (CBD),58,Retail - Shop,6.0,3,5.0,2,2,3
Melbourne (CBD),58,Storage,7.0,3,2.0,1,3,2
Melbourne (CBD),58,Residential Apartment,12.0,3,28.0,5,6,12
Melbourne (CBD),58,Equipment Installation,1.0,1,1.0,1,1,1
Melbourne (CBD),58,Unoccupied - Unused,4.0,2,10.0,5,2,3
Melbourne (CBD),58,Office,30.0,6,9.0,2,11,5
Melbourne (CBD),58,Commercial Accommodation,37.0,3,37.0,3,24,24
Melbourne (CBD),58,Unoccupied - Under Demolition/Condemned,0.0,0,0.0,0,0,0
Melbourne (CBD),58,Unoccupied - Under Renovation,3.0,1,0.0,0,3,0
Melbourne (CBD),58,Workshop/Studio,0.0,0,0.0,0,0,0
Melbourne (CBD),58,Educational/Research,0.0,0,11.0,1,0,11
Melbourne (CBD),58,Unoccupied - Under Construction,0.0,0,3.0,1,0,3
Melbourne (CBD),58,House/Townhouse,0,0,0,0
Melbourne (CBD),58,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),87,House/Townhouse,14.0,7,21.0,10,2,3
Melbourne (CBD),87,Office,55.0,11,38.0,4,21,21
Melbourne (CBD),87,Entertainment/Recreation - Indoor,15.0,7,11.0,5,3,3
Melbourne (CBD),87,Unoccupied - Unused,5.0,4,18.0,8,2,3
Melbourne (CBD),87,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Melbourne (CBD),87,Residential Apartment,56.0,15,183.0,12,12,58
Melbourne (CBD),87,Educational/Research,0.0,0,3.0,1,0,3
Melbourne (CBD),87,Equipment Installation,2.0,1,2.0,1,2,2
Melbourne (CBD),87,Retail - Shop,2.0,1,0.0,0,2,0
Melbourne (CBD),87,Commercial Accommodation,0.0,0,28.0,2,0,14
Melbourne (CBD),87,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Melbourne (CBD),87,Wholesale,0.0,0,2.0,1,0,2
Melbourne (CBD),87,Storage,2.0,1,2.0,1,2,2
Melbourne (CBD),87,Parking - Commercial Covered,0.0,0,0.0,0,0,0
Melbourne (CBD),87,Unoccupied - Under Demolition/Condemned,2.0,2,0.0,0,1,0
Melbourne (CBD),12,Entertainment/Recreation - Indoor,15.0,6,17.0,6,3,4
Melbourne (CBD),12,Office,24.0,2,42.0,2,20,22
Melbourne (CBD),12,House/Townhouse,6.0,2,6.0,2,3,3
Melbourne (CBD),12,Unoccupied - Unused,4.0,1,6.0,2,4,4
Melbourne (CBD),12,Parking - Commercial Covered,19.0,1,19.0,1,19,19
Melbourne (CBD),12,Commercial Accommodation,4.0,1,4.0,1,4,4
Melbourne (CBD),12,Residential Apartment,10.0,1,31.0,2,10,21
Melbourne (CBD),12,Equipment Installation,1.0,1,1.0,1,1,1
Melbourne (CBD),12,Unoccupied - Under Renovation,20.0,1,0.0,0,20,0
Melbourne (CBD),12,Parking - Private Covered,21.0,1,0.0,0,21,0
Melbourne (CBD),82,Entertainment/Recreation - Indoor,4.0,2,4.0,2,2,2
Melbourne (CBD),82,Office,82.0,7,89.0,7,23,23
Melbourne (CBD),82,Unoccupied - Unused,2.0,1,2.0,1,2,2
Melbourne (CBD),82,Educational/Research,0.0,0,13.0,2,0,11
Melbourne (CBD),82,Equipment Installation,1.0,1,1.0,1,1,1
Melbourne (CBD),82,Residential Apartment,6.0,2,4.0,1,4,4
Melbourne (CBD),82,"Performances, Conferences, Ceremonies",19.0,1,19.0,1,19,19
Melbourne (CBD),82,Transport,1.0,1,1.0,1,1,1
Melbourne (CBD),82,Unoccupied - Under Renovation,11.0,1,0.0,0,11,0
Melbourne (CBD),82,Retail - Shop,0.0,0,2.0,1,0,2
Melbourne (CBD),82,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Melbourne (CBD),82,Storage,0.0,0,0.0,0,0,0
Melbourne (CBD),82,House/Townhouse,0,0,0,0
Melbourne (CBD),82,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),68,House/Townhouse,20.0,7,20.0,7,4,4
Melbourne (CBD),68,Office,48.0,4,50.0,4,30,30
Melbourne (CBD),68,Retail - Shop,0.0,0,3.0,1,0,3
Melbourne (CBD),68,Residential Apartment,34.0,5,34.0,5,18,18
Melbourne (CBD),68,Commercial Accommodation,20.0,3,49.0,4,9,30
Melbourne (CBD),68,Student Accommodation,0.0,0,22.0,1,0,22
Melbourne (CBD),68,Educational/Research,5.0,1,5.0,1,5,5
Melbourne (CBD),68,Entertainment/Recreation - Indoor,2.0,1,7.0,4,2,2
Melbourne (CBD),68,Unoccupied - Unused,6.0,3,0.0,0,2,0
Melbourne (CBD),68,"Performances, Conferences, Ceremonies",5.0,1,0.0,0,5,0
Melbourne (CBD),68,Unoccupied - Under Construction,1.0,1,0.0,0,1,0
Melbourne (CBD),68,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),83,Public Display Area,0.0,0,2.0,1,0,2
Melbourne (CBD),83,Unoccupied - Under Demolition/Condemned,0.0,0,0.0,0,0,0
Melbourne (CBD),83,Office,8.0,2,7.0,2,6,6
Melbourne (CBD),83,Storage,1.0,1,1.0,1,1,1
Melbourne (CBD),83,Unoccupied - Under Construction,0.0,0,20.0,1,0,20
Melbourne (CBD),83,Residential Apartment,35.0,1,73.0,2,35,37
Melbourne (CBD),83,Unoccupied - Unused,9.0,4,1.0,1,5,1
Melbourne (CBD),83,Educational/Research,0.0,0,4.0,1,0,4
Melbourne (CBD),83,Entertainment/Recreation - Indoor,0.0,0,0.0,0,0,0
Melbourne (CBD),83,Parking - Commercial Covered,1.0,1,0.0,0,1,0
Melbourne (CBD),83,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Melbourne (CBD),83,House/Townhouse,0,0,0,0
Melbourne (CBD),43,Parking - Private Covered,0.0,0,19.0,1,0,19
Melbourne (CBD),43,Unoccupied - Unused,4.0,1,24.0,2,4,14
Melbourne (CBD),43,Educational/Research,0.0,0,9.0,1,0,9
Melbourne (CBD),43,Entertainment/Recreation - Indoor,16.0,1,0.0,0,16,0
Melbourne (CBD),43,Office,132.0,7,104.0,5,42,42
Melbourne (CBD),43,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Melbourne (CBD),43,Commercial Accommodation,0.0,0,17.0,1,0,17
Melbourne (CBD),43,House/Townhouse,0,0,0,0
Melbourne (CBD),43,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),26,Residential Apartment,11.0,2,7.0,1,7,7
Melbourne (CBD),26,Entertainment/Recreation - Indoor,2.0,1,3.0,1,2,3
Melbourne (CBD),26,"Performances, Conferences, Ceremonies",9.0,1,9.0,1,9,9
Melbourne (CBD),26,Equipment Installation,6.0,1,6.0,1,6,6
Melbourne (CBD),26,Office,25.0,3,42.0,3,11,21
Melbourne (CBD),26,Unoccupied - Under Construction,0.0,0,1.0,1,0,1
Melbourne (CBD),26,Storage,0.0,0,2.0,1,0,2
Melbourne (CBD),26,Commercial Accommodation,15.0,1,16.0,1,15,16
Melbourne (CBD),26,Retail - Shop,2.0,1,0.0,0,2,0
Melbourne (CBD),26,Unoccupied - Unused,9.0,1,0.0,0,9,0
Melbourne (CBD),26,Educational/Research,0.0,0,0.0,0,0,0
Melbourne (CBD),26,Retail - Stall,0.0,0,0.0,0,0,0
Melbourne (CBD),26,House/Townhouse,0,0,0,0
Melbourne (CBD),26,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),17,Office,36.0,7,61.0,8,7,19
Melbourne (CBD),17,Unoccupied - Unused,6.0,1,24.0,4,6,7
Melbourne (CBD),17,Residential Apartment,32.0,5,79.0,7,8,30
Melbourne (CBD),17,Entertainment/Recreation - Indoor,21.0,8,18.0,6,4,5
Melbourne (CBD),17,Retail - Showroom,0.0,0,4.0,1,0,4
Melbourne (CBD),17,Storage,4.0,2,2.0,1,2,2
Melbourne (CBD),17,Parking - Commercial Covered,6.0,1,18.0,1,6,18
Melbourne (CBD),17,Commercial Accommodation,18.0,1,18.0,1,18,18
Melbourne (CBD),17,Unoccupied - Under Renovation,4.0,1,0.0,0,4,0
Melbourne (CBD),17,Educational/Research,0.0,0,0.0,0,0,0
Melbourne (CBD),17,Retail - Shop,3.0,1,0.0,0,3,0
Melbourne (CBD),17,Unoccupied - Under Construction,1.0,1,0.0,0,1,0
Melbourne (CBD),17,Parking - Private Covered,2.0,1,0.0,0,2,0
Melbourne (CBD),17,Workshop/Studio,7.0,1,0.0,0,7,0
Melbourne (CBD),17,Unoccupied - Under Demolition/Condemned,0.0,0,0.0,0,0,0
Melbourne (CBD),17,House/Townhouse,0,0,0,0
Melbourne (CBD),21,Unoccupied - Unused,10.0,2,0.0,0,5,0
Melbourne (CBD),21,Unoccupied - Under Demolition/Condemned,0.0,0,0.0,0,0,0
Melbourne (CBD),21,Commercial Accommodation,15.0,3,15.0,2,6,9
Melbourne (CBD),21,Parking - Commercial Covered,12.0,1,12.0,1,12,12
Melbourne (CBD),21,Office,49.0,3,53.0,3,23,27
Melbourne (CBD),21,Unoccupied - Under Renovation,1.0,1,0.0,0,1,0
Melbourne (CBD),21,Unoccupied - Under Construction,0.0,0,1.0,1,0,1
Melbourne (CBD),21,House/Townhouse,0,0,0,0
Melbourne (CBD),21,Entertainment/Recreation - Indoor,0,0,0,0
Melbourne (CBD),64,Office,74.0,10,75.0,10,36,36
Melbourne (CBD),64,Entertainment/Recreation - Indoor,14.0,6,29.0,12,3,4
Melbourne (CBD),64,Unoccupied - Unused,9.0,2,37.0,11,5,6
Melbourne (CBD),64,House/Townhouse,3.0,1,3.0,1,3,3
Melbourne (CBD),64,Storage,19.0,6,9.0,3,4,3
Melbourne (CBD),64,Retail - Shop,30.0,11,16.0,6,6,3
Melbourne (CBD),64,Residential Apartment,40.0,9,35.0,5,11,18
Melbourne (CBD),64,Educational/Research,21.0,3,13.0,1,12,13
Melbourne (CBD),64,Commercial Accommodation,0.0,0,10.0,2,0,6
Melbourne (CBD),64,Unoccupied - Under Renovation,3.0,1,0.0,0,3,0
Melbourne (CBD),64,Manufacturing,2.0,1,0.0,0,2,0
Melbourne (CBD),64,Retail - Showroom,2.0,1,0.0,0,2,0
Melbourne (CBD),64,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),77,Office,50.0,8,15.0,2,29,13
Melbourne (CBD),77,Unoccupied - Unused,10.0,4,49.0,6,5,37
Melbourne (CBD),77,Entertainment/Recreation - Indoor,5.0,3,9.0,5,2,2
Melbourne (CBD),77,Unoccupied - Under Renovation,0.0,0,31.0,3,0,29
Melbourne (CBD),77,Residential Apartment,34.0,1,34.0,1,34,34
Melbourne (CBD),77,Unoccupied - Under Demolition/Condemned,0.0,0,1.0,1,0,1
Melbourne (CBD),77,Commercial Accommodation,17.0,1,39.0,2,17,22
Melbourne (CBD),77,"Performances, Conferences, Ceremonies",2.0,2,0.0,0,1,0
Melbourne (CBD),77,Retail - Shop,8.0,4,3.0,2,2,2
Melbourne (CBD),77,Educational/Research,12.0,1,12.0,1,12,12
Melbourne (CBD),77,Parking - Commercial Covered,8.0,1,0.0,0,8,0
Melbourne (CBD),77,Storage,4.0,2,3.0,1,3,3
Melbourne (CBD),77,Hospital/Clinic,1.0,1,1.0,1,1,1
Melbourne (CBD),77,Unoccupied - Under Construction,0.0,0,1.0,1,0,1
Melbourne (CBD),77,House/Townhouse,2.0,1,0.0,0,2,0
Melbourne (CBD),77,Retail - Showroom,0.0,0,0.0,0,0,0
Melbourne (CBD),104,Residential Apartment,30.0,6,99.0,10,10,45
Melbourne (CBD),104,Entertainment/Recreation - Indoor,4.0,2,8.0,4,2,2
Melbourne (CBD),104,Educational/Research,2.0,1,5.0,2,2,3
Melbourne (CBD),104,Unoccupied - Unused,4.0,1,13.0,5,4,4
Melbourne (CBD),104,Parking - Commercial Covered,6.0,1,6.0,1,6,6
Melbourne (CBD),104,Equipment Installation,1.0,1,1.0,1,1,1
Melbourne (CBD),104,House/Townhouse,0.0,0,3.0,1,0,3
Melbourne (CBD),104,Student Accommodation,11.0,2,6.0,2,8,3
Melbourne (CBD),104,Office,8.0,3,0.0,0,3,0
Melbourne (CBD),104,Commercial Accommodation,10.0,3,5.0,1,5,5
Melbourne (CBD),104,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Melbourne (CBD),104,Storage,2.0,1,0.0,0,2,0
Melbourne (CBD),104,Retail - Shop,13.0,6,2.0,1,4,2
Melbourne (CBD),104,Workshop/Studio,2.0,1,0.0,0,2,0
Melbourne (CBD),104,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Melbourne (CBD),11,"Performances, Conferences, Ceremonies",0.0,0,2.0,1,0,2
Melbourne (CBD),11,Unoccupied - Under Construction,0.0,0,26.0,1,0,26
Melbourne (CBD),11,Commercial Accommodation,18.0,3,84.0,6,9,31
Melbourne (CBD),11,Residential Apartment,8.0,1,80.0,4,8,30
Melbourne (CBD),11,Unoccupied - Under Renovation,5.0,1,3.0,1,5,3
Melbourne (CBD),11,Parking - Commercial Covered,2.0,1,0.0,0,2,0
Melbourne (CBD),11,Entertainment/Recreation - Indoor,7.0,2,12.0,3,4,6
Melbourne (CBD),11,Unoccupied - Unused,12.0,4,0.0,0,5,0
Melbourne (CBD),11,Office,13.0,4,9.0,2,6,6
Melbourne (CBD),11,Equipment Installation,2.0,1,0.0,0,2,0
Melbourne (CBD),11,Workshop/Studio,0.0,0,0.0,0,0,0
Melbourne (CBD),11,Unoccupied - Under Demolition/Condemned,0.0,0,2.0,1,0,2
Melbourne (CBD),11,Storage,3.0,2,0.0,0,2,0
Melbourne (CBD),11,Public Display Area,0.0,0,0.0,0,0,0
Melbourne (CBD),11,Parking - Private Covered,0.0,0,0.0,0,0,0
Melbourne (CBD),11,House/Townhouse,0,0,0,0
Melbourne (CBD),44,Office,106.0,7,80.0,6,45,42
Melbourne (CBD),44,Unoccupied - Under Renovation,0.0,0,5.0,1,0,5
Melbourne (CBD),44,Unoccupied - Unused,5.0,1,12.0,4,5,4
Melbourne (CBD),44,Residential Apartment,9.0,1,29.0,4,9,11
Melbourne (CBD),44,Retail - Shop,19.0,5,3.0,1,7,3
Melbourne (CBD),44,Parking - Commercial Covered,0.0,0,4.0,1,0,4
Melbourne (CBD),44,Entertainment/Recreation - Indoor,13.0,4,4.0,2,5,3
Melbourne (CBD),44,Unoccupied - Under Construction,0.0,0,8.0,2,0,7
Melbourne (CBD),44,Unoccupied - Under Demolition/Condemned,0.0,0,0.0,0,0,0
Melbourne (CBD),44,Commercial Accommodation,11.0,2,0.0,0,6,0
Melbourne (CBD),44,Storage,5.0,1,0.0,0,5,0
Melbourne (CBD),44,Educational/Research,0.0,0,0.0,0,0,0
Melbourne (CBD),44,House/Townhouse,0,0,0,0
Melbourne (CBD),25,Residential Apartment,22.0,3,41.0,5,8,13
Melbourne (CBD),25,Educational/Research,7.0,1,29.0,3,7,15
Melbourne (CBD),25,Unoccupied - Unused,10.0,2,11.0,2,6,7
Melbourne (CBD),25,Office,86.0,7,65.0,5,17,17
Melbourne (CBD),25,Commercial Accommodation,28.0,3,8.0,1,13,8
Melbourne (CBD),25,Storage,0.0,0,4.0,1,0,4
Melbourne (CBD),25,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Melbourne (CBD),25,Workshop/Studio,5.0,1,0.0,0,5,0
Melbourne (CBD),25,Retail - Shop,0.0,0,0.0,0,0,0
Melbourne (CBD),25,House/Townhouse,0,0,0,0
Melbourne (CBD),25,Entertainment/Recreation - Indoor,0,0,0,0
Melbourne (CBD),25,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),47,Office,16.0,3,61.0,2,8,39
Melbourne (CBD),47,Residential Apartment,27.0,6,65.0,10,15,20
Melbourne (CBD),47,Entertainment/Recreation - Indoor,13.0,5,11.0,5,3,3
Melbourne (CBD),47,Retail - Shop,7.0,3,6.0,3,3,3
Melbourne (CBD),47,Unoccupied - Unused,4.0,2,16.0,4,2,7
Melbourne (CBD),47,Workshop/Studio,0.0,0,0.0,0,0,0
Melbourne (CBD),47,Unoccupied - Under Renovation,0.0,0,8.0,1,0,8
Melbourne (CBD),47,Unoccupied - Under Construction,1.0,1,0.0,0,1,0
Melbourne (CBD),47,Commercial Accommodation,7.0,1,25.0,1,7,25
Melbourne (CBD),47,Storage,0.0,0,0.0,0,0,0
Melbourne (CBD),47,House/Townhouse,0,0,0,0
Melbourne (CBD),47,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),24,Office,132.0,6,158.0,7,34,34
Melbourne (CBD),24,Residential Apartment,35.0,4,44.0,5,13,16
Melbourne (CBD),24,Educational/Research,5.0,1,5.0,1,5,5
Melbourne (CBD),24,Unoccupied - Unused,29.0,2,0.0,0,23,0
Melbourne (CBD),24,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Melbourne (CBD),24,House/Townhouse,0,0,0,0
Melbourne (CBD),24,Entertainment/Recreation - Indoor,0,0,0,0
Melbourne (CBD),24,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),67,Public Display Area,4.0,1,4.0,1,4,4
Melbourne (CBD),67,Educational/Research,0.0,0,14.0,2,0,11
Melbourne (CBD),67,Retail - Shop,6.0,3,4.0,2,2,2
Melbourne (CBD),67,Commercial Accommodation,32.0,2,32.0,2,21,21
Melbourne (CBD),67,Unoccupied - Unused,11.0,4,22.0,7,3,6
Melbourne (CBD),67,Entertainment/Recreation - Indoor,30.0,13,22.0,10,4,3
Melbourne (CBD),67,Institutional Accommodation,0.0,0,3.0,1,0,3
Melbourne (CBD),67,Office,11.0,1,5.0,2,11,3
Melbourne (CBD),67,Unoccupied - Under Construction,0.0,0,1.0,1,0,1
Melbourne (CBD),67,Residential Apartment,19.0,2,35.0,3,17,17
Melbourne (CBD),67,"Performances, Conferences, Ceremonies",0.0,0,3.0,1,0,3
Melbourne (CBD),67,Student Accommodation,0.0,0,0.0,0,0,0
Melbourne (CBD),67,Unoccupied - Under Renovation,11.0,4,0.0,0,3,0
Melbourne (CBD),67,Storage,4.0,1,0.0,0,4,0
Melbourne (CBD),67,House/Townhouse,0,0,0,0
Melbourne (CBD),67,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),16,Residential Apartment,31.0,4,32.0,4,9,9
Melbourne (CBD),16,Commercial Accommodation,13.0,2,17.0,2,7,10
Melbourne (CBD),16,Office,7.0,2,21.0,4,4,8
Melbourne (CBD),16,Unoccupied - Unused,8.0,2,4.0,1,6,4
Melbourne (CBD),16,Entertainment/Recreation - Indoor,0.0,0,6.0,1,0,6
Melbourne (CBD),16,"Performances, Conferences, Ceremonies",7.0,2,1.0,1,6,1
Melbourne (CBD),16,Hospital/Clinic,0.0,0,3.0,1,0,3
Melbourne (CBD),16,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Melbourne (CBD),16,Parking - Commercial Covered,9.0,1,12.0,1,9,12
Melbourne (CBD),16,Educational/Research,0.0,0,6.0,1,0,6
Melbourne (CBD),16,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Melbourne (CBD),16,Retail - Showroom,0.0,0,0.0,0,0,0
Melbourne (CBD),16,Retail - Shop,4.0,1,1.0,1,4,1
Melbourne (CBD),16,Storage,4.0,1,0.0,0,4,0
Melbourne (CBD),16,Wholesale,7.0,1,0.0,0,7,0
Melbourne (CBD),16,Parking - Private Covered,3.0,1,0.0,0,3,0
Melbourne (CBD),16,House/Townhouse,0,0,0,0
Melbourne (CBD),41,Office,37.0,4,33.0,3,20,20
Melbourne (CBD),41,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Melbourne (CBD),41,Residential Apartment,8.0,1,87.0,2,8,79
Melbourne (CBD),41,"Performances, Conferences, Ceremonies",3.0,2,3.0,2,2,2
Melbourne (CBD),41,Commercial Accommodation,19.0,2,19.0,2,12,12
Melbourne (CBD),41,Unoccupied - Unused,0.0,0,4.0,1,0,4
Melbourne (CBD),41,Entertainment/Recreation - Indoor,4.0,2,4.0,2,2,2
Melbourne (CBD),41,Unoccupied - Under Demolition/Condemned,1.0,1,0.0,0,1,0
Melbourne (CBD),41,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Melbourne (CBD),41,Educational/Research,0.0,0,0.0,0,0,0
Melbourne (CBD),41,House/Townhouse,0,0,0,0
Melbourne (CBD),41,Parking - Commercial Covered,0,0,0,0
Melbourne (CBD),105,Educational/Research,19.0,4,19.0,3,7,13
Melbourne (CBD),105,Residential Apartment,28.0,2,218.0,5,25,71
Melbourne (CBD),105,Unoccupied - Under Construction,0.0,0,1.0,1,0,1
Melbourne (CBD),105,Office,0.0,0,11.0,1,0,11
Melbourne (CBD),105,Unoccupied - Unused,14.0,2,0.0,0,11,0
Melbourne (CBD),105,Commercial Accommodation,4.0,1,0.0,0,4,0
Melbourne (CBD),105,Transport,2.0,1,0.0,0,2,0
Melbourne (CBD),105,Manufacturing,4.0,2,0.0,0,3,0
Melbourne (CBD),105,Retail - Shop,2.0,1,0.0,0,2,0
Melbourne (CBD),105,Unoccupied - Under Demolition/Condemned,0.0,0,0.0,0,0,0
Melbourne (CBD),105,Entertainment/Recreation - Indoor,0.0,0,0.0,0,0,0
