CLUESmallArea,BlockId,Usage,SumFloors2002,BuildingCount2002,SumFloors2021,BuildingCount2021,MostFloors2002,MostFloors2021
Kensington,547,Entertainment/Recreation - Indoor,1.0,1,1.0,1,1,1
Kensington,547,Hospital/Clinic,1.0,1,1.0,1,1,1
Kensington,547,Office,0,0,0,0
Kensington,547,Parking - Commercial Covered,0,0,0,0
Kensington,558,House/Townhouse,108.0,54,152.0,69,2,3
Kensington,558,Equipment Installation,0.0,0,1.0,1,0,1
Kensington,558,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,558,Unoccupied - Unused,0.0,0,1.0,1,0,1
Kensington,558,Office,0,0,0,0
Kensington,558,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,558,Parking - Commercial Covered,0,0,0,0
Kensington,569,House/Townhouse,18.0,9,24.0,12,2,2
Kensington,569,Residential Apartment,4.0,1,4.0,1,4,4
Kensington,569,Office,0,0,0,0
Kensington,569,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,569,Unoccupied - Unused,0,0,0,0
Kensington,569,Parking - Commercial Covered,0,0,0,0
Kensington,2527,House/Townhouse,0.0,0,53.0,35,0,2
Kensington,2527,Residential Apartment,0.0,0,7.0,3,0,3
Kensington,2527,Office,0,0,0,0
Kensington,2527,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2527,Unoccupied - Unused,0,0,0,0
Kensington,2527,Parking - Commercial Covered,0,0,0,0
Kensington,552,House/Townhouse,91.0,47,95.0,49,3,3
Kensington,552,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,552,Office,0,0,0,0
Kensington,552,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,552,Unoccupied - Unused,0,0,0,0
Kensington,552,Parking - Commercial Covered,0,0,0,0
Kensington,517,House/Townhouse,46.0,44,50.0,47,2,2
Kensington,517,Residential Apartment,1.0,1,3.0,1,1,3
Kensington,517,Retail - Shop,1.0,1,0.0,0,1,0
Kensington,517,Office,0,0,0,0
Kensington,517,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,517,Unoccupied - Unused,0,0,0,0
Kensington,517,Parking - Commercial Covered,0,0,0,0
Kensington,525,House/Townhouse,41.0,32,42.0,32,2,2
Kensington,525,Workshop/Studio,1.0,1,1.0,1,1,1
Kensington,525,Entertainment/Recreation - Indoor,1.0,1,2.0,1,1,2
Kensington,525,Equipment Installation,1.0,1,1.0,1,1,1
Kensington,525,Office,0,0,0,0
Kensington,525,Unoccupied - Unused,0,0,0,0
Kensington,525,Parking - Commercial Covered,0,0,0,0
Kensington,2545,Storage,0.0,0,0.0,0,0,0
Kensington,2545,Office,0.0,0,1.0,1,0,1
Kensington,2545,Unoccupied - Unused,0.0,0,3.0,3,0,1
Kensington,2545,Workshop/Studio,0.0,0,2.0,2,0,1
Kensington,2545,Manufacturing,0.0,0,0.0,0,0,0
Kensington,2545,Retail - Showroom,0.0,0,0.0,0,0,0
Kensington,2545,House/Townhouse,0,0,0,0
Kensington,2545,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2545,Parking - Commercial Covered,0,0,0,0
Kensington,545,House/Townhouse,45.0,40,46.0,41,2,2
Kensington,545,Residential Apartment,3.0,2,3.0,2,2,2
Kensington,545,Office,0,0,0,0
Kensington,545,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,545,Unoccupied - Unused,0,0,0,0
Kensington,545,Parking - Commercial Covered,0,0,0,0
Kensington,560,House/Townhouse,101.0,50,113.0,50,3,3
Kensington,560,Hospital/Clinic,0.0,0,2.0,1,0,2
Kensington,560,Unoccupied - Unused,2.0,1,0.0,0,2,0
Kensington,560,Office,0.0,0,0.0,0,0,0
Kensington,560,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,560,Parking - Commercial Covered,0,0,0,0
Kensington,568,House/Townhouse,58.0,29,73.0,34,2,3
Kensington,568,Residential Apartment,2.0,1,0.0,0,2,0
Kensington,568,Office,0,0,0,0
Kensington,568,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,568,Unoccupied - Unused,0,0,0,0
Kensington,568,Parking - Commercial Covered,0,0,0,0
Kensington,2535,House/Townhouse,0.0,0,41.0,34,0,2
Kensington,2535,Residential Apartment,0.0,0,5.0,2,0,3
Kensington,2535,Office,0,0,0,0
Kensington,2535,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2535,Unoccupied - Unused,0,0,0,0
Kensington,2535,Parking - Commercial Covered,0,0,0,0
Kensington,2533,Workshop/Studio,0.0,0,1.0,1,0,1
Kensington,2533,Office,0.0,0,3.0,2,0,2
Kensington,2533,Unoccupied - Unused,0.0,0,4.0,2,0,3
Kensington,2533,Storage,0.0,0,4.0,2,0,2
Kensington,2533,Parking - Private Covered,0.0,0,0.0,0,0,0
Kensington,2533,Hospital/Clinic,0.0,0,0.0,0,0,0
Kensington,2533,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,2533,House/Townhouse,0,0,0,0
Kensington,2533,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2533,Parking - Commercial Covered,0,0,0,0
Kensington,2539,House/Townhouse,0.0,0,45.0,25,0,2
Kensington,2539,Entertainment/Recreation - Indoor,0.0,0,1.0,1,0,1
Kensington,2539,Office,0.0,0,2.0,1,0,2
Kensington,2539,Retail - Shop,0.0,0,0.0,0,0,0
Kensington,2539,Workshop/Studio,0.0,0,0.0,0,0,0
Kensington,2539,Storage,0.0,0,0.0,0,0,0
Kensington,2539,Unoccupied - Unused,0.0,0,0.0,0,0,0
Kensington,2539,Parking - Commercial Covered,0,0,0,0
Kensington,529,House/Townhouse,34.0,17,78.0,38,2,3
Kensington,529,Unoccupied - Under Construction,10.0,5,0.0,0,2,0
Kensington,529,Office,0,0,0,0
Kensington,529,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,529,Unoccupied - Unused,0,0,0,0
Kensington,529,Parking - Commercial Covered,0,0,0,0
Kensington,2530,Residential Apartment,0.0,0,25.0,7,0,7
Kensington,2530,House/Townhouse,0.0,0,18.0,14,0,2
Kensington,2530,Entertainment/Recreation - Indoor,0.0,0,4.0,2,0,2
Kensington,2530,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Kensington,2530,Equipment Installation,0.0,0,0.0,0,0,0
Kensington,2530,Parking - Private Covered,0.0,0,0.0,0,0,0
Kensington,2530,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,2530,Unoccupied - Unused,0.0,0,0.0,0,0,0
Kensington,2530,Office,0,0,0,0
Kensington,2530,Parking - Commercial Covered,0,0,0,0
Kensington,564,House/Townhouse,30.0,16,40.0,20,2,3
Kensington,564,Office,0,0,0,0
Kensington,564,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,564,Unoccupied - Unused,0,0,0,0
Kensington,564,Parking - Commercial Covered,0,0,0,0
Kensington,2543,House/Townhouse,0.0,0,43.0,38,0,2
Kensington,2543,Office,0,0,0,0
Kensington,2543,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2543,Unoccupied - Unused,0,0,0,0
Kensington,2543,Parking - Commercial Covered,0,0,0,0
Kensington,542,House/Townhouse,4.0,2,20.0,10,2,2
Kensington,542,Unoccupied - Under Construction,4.0,2,0.0,0,2,0
Kensington,542,Office,0,0,0,0
Kensington,542,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,542,Unoccupied - Unused,0,0,0,0
Kensington,542,Parking - Commercial Covered,0,0,0,0
Kensington,571,Office,0.0,0,1.0,1,0,1
Kensington,571,Retail - Shop,0.0,0,2.0,1,0,2
Kensington,571,Public Display Area,2.0,1,2.0,1,2,2
Kensington,571,Transport,0.0,0,1.0,1,0,1
Kensington,571,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,571,Community Use,0.0,0,0.0,0,0,0
Kensington,571,House/Townhouse,0,0,0,0
Kensington,571,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,571,Unoccupied - Unused,0,0,0,0
Kensington,571,Parking - Commercial Covered,0,0,0,0
Kensington,512,House/Townhouse,0.0,0,8.0,4,0,2
Kensington,512,Unoccupied - Unused,0.0,0,3.0,3,0,1
Kensington,512,Manufacturing,9.0,6,2.0,1,2,2
Kensington,512,Residential Apartment,0.0,0,5.0,1,0,5
Kensington,512,Retail - Showroom,0.0,0,0.0,0,0,0
Kensington,512,Unoccupied - Under Construction,0.0,0,8.0,1,0,8
Kensington,512,Storage,1.0,1,0.0,0,1,0
Kensington,512,Wholesale,2.0,1,0.0,0,2,0
Kensington,512,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Kensington,512,Office,0,0,0,0
Kensington,512,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,512,Parking - Commercial Covered,0,0,0,0
Kensington,570,Storage,2.0,1,0.0,0,2,0
Kensington,570,Office,3.0,1,5.0,2,3,3
Kensington,570,Commercial Accommodation,4.0,1,0.0,0,4,0
Kensington,570,Equipment Installation,0.0,0,1.0,1,0,1
Kensington,570,Entertainment/Recreation - Indoor,0.0,0,7.0,1,0,7
Kensington,570,Residential Apartment,0.0,0,4.0,1,0,4
Kensington,570,House/Townhouse,0,0,0,0
Kensington,570,Unoccupied - Unused,0,0,0,0
Kensington,570,Parking - Commercial Covered,0,0,0,0
Kensington,548,House/Townhouse,34.0,17,40.0,19,3,3
Kensington,548,Residential Apartment,7.0,4,5.0,3,2,2
Kensington,548,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,548,Office,0,0,0,0
Kensington,548,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,548,Unoccupied - Unused,0,0,0,0
Kensington,548,Parking - Commercial Covered,0,0,0,0
Kensington,544,House/Townhouse,37.0,19,48.0,21,2,3
Kensington,544,Residential Apartment,0.0,0,0.0,0,0,0
Kensington,544,Office,0,0,0,0
Kensington,544,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,544,Unoccupied - Unused,0,0,0,0
Kensington,544,Parking - Commercial Covered,0,0,0,0
Kensington,2536,Residential Apartment,0.0,0,4.0,2,0,2
Kensington,2536,House/Townhouse,0.0,0,41.0,36,0,2
Kensington,2536,Office,0,0,0,0
Kensington,2536,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2536,Unoccupied - Unused,0,0,0,0
Kensington,2536,Parking - Commercial Covered,0,0,0,0
Kensington,2519,House/Townhouse,0.0,0,41.0,38,0,2
Kensington,2519,Office,0,0,0,0
Kensington,2519,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2519,Unoccupied - Unused,0,0,0,0
Kensington,2519,Parking - Commercial Covered,0,0,0,0
Kensington,551,House/Townhouse,55.0,25,59.0,25,3,3
Kensington,551,Office,0,0,0,0
Kensington,551,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,551,Unoccupied - Unused,0,0,0,0
Kensington,551,Parking - Commercial Covered,0,0,0,0
Kensington,555,House/Townhouse,46.0,23,51.0,25,2,3
Kensington,555,Residential Apartment,0.0,0,0.0,0,0,0
Kensington,555,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,555,Office,0,0,0,0
Kensington,555,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,555,Unoccupied - Unused,0,0,0,0
Kensington,555,Parking - Commercial Covered,0,0,0,0
Kensington,2542,House/Townhouse,0.0,0,42.0,36,0,3
Kensington,2542,Office,0,0,0,0
Kensington,2542,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2542,Unoccupied - Unused,0,0,0,0
Kensington,2542,Parking - Commercial Covered,0,0,0,0
Kensington,516,House/Townhouse,69.0,61,71.0,61,2,2
Kensington,516,Office,0,0,0,0
Kensington,516,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,516,Unoccupied - Unused,0,0,0,0
Kensington,516,Parking - Commercial Covered,0,0,0,0
Kensington,2518,House/Townhouse,0.0,0,41.0,38,0,2
Kensington,2518,Community Use,0.0,0,1.0,1,0,1
Kensington,2518,Office,0,0,0,0
Kensington,2518,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2518,Unoccupied - Unused,0,0,0,0
Kensington,2518,Parking - Commercial Covered,0,0,0,0
Kensington,518,House/Townhouse,20.0,20,28.0,23,1,3
Kensington,518,Office,0,0,0,0
Kensington,518,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,518,Unoccupied - Unused,0,0,0,0
Kensington,518,Parking - Commercial Covered,0,0,0,0
Kensington,515,House/Townhouse,22.0,21,21.0,20,2,2
Kensington,515,Office,0,0,0,0
Kensington,515,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,515,Unoccupied - Unused,0,0,0,0
Kensington,515,Parking - Commercial Covered,0,0,0,0
Kensington,519,Community Use,0.0,0,5.0,4,0,2
Kensington,519,Unoccupied - Under Construction,0.0,0,2.0,2,0,1
Kensington,519,Educational/Research,0.0,0,0.0,0,0,0
Kensington,519,Entertainment/Recreation - Indoor,1.0,1,0.0,0,1,0
Kensington,519,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Kensington,519,House/Townhouse,0,0,0,0
Kensington,519,Office,0,0,0,0
Kensington,519,Unoccupied - Unused,0,0,0,0
Kensington,519,Parking - Commercial Covered,0,0,0,0
Kensington,2528,House/Townhouse,0.0,0,28.0,21,0,2
Kensington,2528,Equipment Installation,0.0,0,2.0,1,0,2
Kensington,2528,Residential Apartment,0.0,0,6.0,2,0,3
Kensington,2528,Unoccupied - Under Construction,0.0,0,1.0,1,0,1
Kensington,2528,Office,0,0,0,0
Kensington,2528,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2528,Unoccupied - Unused,0,0,0,0
Kensington,2528,Parking - Commercial Covered,0,0,0,0
Kensington,538,House/Townhouse,76.0,38,97.0,49,2,3
Kensington,538,Residential Apartment,0.0,0,0.0,0,0,0
Kensington,538,Office,0,0,0,0
Kensington,538,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,538,Unoccupied - Unused,0,0,0,0
Kensington,538,Parking - Commercial Covered,0,0,0,0
Kensington,505,Wholesale,2.0,2,1.0,1,1,1
Kensington,505,House/Townhouse,1.0,1,2.0,2,1,1
Kensington,505,Office,1.0,1,3.0,2,1,2
Kensington,505,Workshop/Studio,6.0,3,8.0,5,2,2
Kensington,505,Storage,1.0,1,0.0,0,1,0
Kensington,505,Unoccupied - Unused,0.0,0,1.0,1,0,1
Kensington,505,Retail - Shop,1.0,1,0.0,0,1,0
Kensington,505,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Kensington,505,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,505,Parking - Commercial Covered,0,0,0,0
Kensington,553,House/Townhouse,20.0,10,52.0,27,2,3
Kensington,553,Unoccupied - Under Renovation,0.0,0,0.0,0,0,0
Kensington,553,Office,0,0,0,0
Kensington,553,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,553,Unoccupied - Unused,0,0,0,0
Kensington,553,Parking - Commercial Covered,0,0,0,0
Kensington,543,House/Townhouse,47.0,24,75.0,36,3,3
Kensington,543,Unoccupied - Under Construction,11.0,5,0.0,0,3,0
Kensington,543,Residential Apartment,4.0,2,0.0,0,2,0
Kensington,543,Office,0,0,0,0
Kensington,543,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,543,Unoccupied - Unused,0,0,0,0
Kensington,543,Parking - Commercial Covered,0,0,0,0
Kensington,546,House/Townhouse,13.0,13,14.0,13,1,2
Kensington,546,Office,0,0,0,0
Kensington,546,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,546,Unoccupied - Unused,0,0,0,0
Kensington,546,Parking - Commercial Covered,0,0,0,0
Kensington,2514,House/Townhouse,0.0,0,43.0,36,0,2
Kensington,2514,Residential Apartment,0.0,0,1.0,1,0,1
Kensington,2514,Office,0,0,0,0
Kensington,2514,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2514,Unoccupied - Unused,0,0,0,0
Kensington,2514,Parking - Commercial Covered,0,0,0,0
Kensington,540,House/Townhouse,30.0,15,65.0,35,2,3
Kensington,540,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,540,Office,0,0,0,0
Kensington,540,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,540,Unoccupied - Unused,0,0,0,0
Kensington,540,Parking - Commercial Covered,0,0,0,0
Kensington,2526,Manufacturing,0.0,0,2.0,1,0,2
Kensington,2526,House/Townhouse,0.0,0,35.0,21,0,3
Kensington,2526,Residential Apartment,0.0,0,3.0,1,0,3
Kensington,2526,Office,0,0,0,0
Kensington,2526,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2526,Unoccupied - Unused,0,0,0,0
Kensington,2526,Parking - Commercial Covered,0,0,0,0
Kensington,2524,Retail - Shop,0.0,0,29.0,18,0,2
Kensington,2524,Unoccupied - Unused,0.0,0,7.0,5,0,2
Kensington,2524,Entertainment/Recreation - Indoor,0.0,0,10.0,6,0,2
Kensington,2524,Transport,0.0,0,1.0,1,0,1
Kensington,2524,Office,0.0,0,4.0,3,0,2
Kensington,2524,House/Townhouse,0.0,0,16.0,9,0,2
Kensington,2524,Residential Apartment,0.0,0,4.0,2,0,2
Kensington,2524,Storage,0.0,0,0.0,0,0,0
Kensington,2524,Hospital/Clinic,0.0,0,0.0,0,0,0
Kensington,2524,Community Use,0.0,0,0.0,0,0,0
Kensington,2524,Parking - Commercial Covered,0,0,0,0
Kensington,2517,House/Townhouse,0.0,0,21.0,17,0,2
Kensington,2517,Office,0,0,0,0
Kensington,2517,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2517,Unoccupied - Unused,0,0,0,0
Kensington,2517,Parking - Commercial Covered,0,0,0,0
Kensington,2516,House/Townhouse,0.0,0,20.0,20,0,1
Kensington,2516,Office,0,0,0,0
Kensington,2516,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2516,Unoccupied - Unused,0,0,0,0
Kensington,2516,Parking - Commercial Covered,0,0,0,0
Kensington,2511,House/Townhouse,0.0,0,44.0,23,0,2
Kensington,2511,Office,0,0,0,0
Kensington,2511,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2511,Unoccupied - Unused,0,0,0,0
Kensington,2511,Parking - Commercial Covered,0,0,0,0
Kensington,2547,House/Townhouse,0.0,0,18.0,18,0,1
Kensington,2547,Office,0.0,0,5.0,2,0,3
Kensington,2547,Manufacturing,0.0,0,1.0,1,0,1
Kensington,2547,Workshop/Studio,0.0,0,0.0,0,0,0
Kensington,2547,Storage,0.0,0,1.0,1,0,1
Kensington,2547,Educational/Research,0.0,0,2.0,1,0,2
Kensington,2547,Transport,0.0,0,0.0,0,0,0
Kensington,2547,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2547,Unoccupied - Unused,0,0,0,0
Kensington,2547,Parking - Commercial Covered,0,0,0,0
Kensington,2531,House/Townhouse,0.0,0,37.0,30,0,2
Kensington,2531,Office,0.0,0,5.0,2,0,3
Kensington,2531,Unoccupied - Unused,0.0,0,0.0,0,0,0
Kensington,2531,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2531,Parking - Commercial Covered,0,0,0,0
Kensington,566,Residential Apartment,6.0,2,20.0,5,3,4
Kensington,566,House/Townhouse,0,0,0,0
Kensington,566,Office,0,0,0,0
Kensington,566,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,566,Unoccupied - Unused,0,0,0,0
Kensington,566,Parking - Commercial Covered,0,0,0,0
Kensington,2504,House/Townhouse,0.0,0,38.0,21,0,2
Kensington,2504,Residential Apartment,0.0,0,7.0,2,0,4
Kensington,2504,Office,0,0,0,0
Kensington,2504,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2504,Unoccupied - Unused,0,0,0,0
Kensington,2504,Parking - Commercial Covered,0,0,0,0
Kensington,2505,House/Townhouse,0.0,0,48.0,25,0,2
Kensington,2505,Residential Apartment,0.0,0,4.0,2,0,2
Kensington,2505,Office,0,0,0,0
Kensington,2505,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2505,Unoccupied - Unused,0,0,0,0
Kensington,2505,Parking - Commercial Covered,0,0,0,0
Kensington,2507,House/Townhouse,0.0,0,10.0,4,0,3
Kensington,2507,Office,0,0,0,0
Kensington,2507,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2507,Unoccupied - Unused,0,0,0,0
Kensington,2507,Parking - Commercial Covered,0,0,0,0
Kensington,2544,House/Townhouse,0.0,0,28.0,14,0,3
Kensington,2544,Unoccupied - Unused,0.0,0,4.0,3,0,2
Kensington,2544,Residential Apartment,0.0,0,9.0,3,0,3
Kensington,2544,Manufacturing,0.0,0,1.0,1,0,1
Kensington,2544,Workshop/Studio,0.0,0,0.0,0,0,0
Kensington,2544,Storage,0.0,0,0.0,0,0,0
Kensington,2544,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,2544,Office,0,0,0,0
Kensington,2544,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2544,Parking - Commercial Covered,0,0,0,0
Kensington,2520,House/Townhouse,0.0,0,33.0,30,0,2
Kensington,2520,"Performances, Conferences, Ceremonies",0.0,0,2.0,1,0,2
Kensington,2520,Educational/Research,0.0,0,2.0,1,0,2
Kensington,2520,Office,0,0,0,0
Kensington,2520,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2520,Unoccupied - Unused,0,0,0,0
Kensington,2520,Parking - Commercial Covered,0,0,0,0
Kensington,2534,Office,0.0,0,1.0,1,0,1
Kensington,2534,"Performances, Conferences, Ceremonies",0.0,0,1.0,1,0,1
Kensington,2534,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,2534,Unoccupied - Unused,0.0,0,0.0,0,0,0
Kensington,2534,House/Townhouse,0,0,0,0
Kensington,2534,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2534,Parking - Commercial Covered,0,0,0,0
Kensington,2538,House/Townhouse,0.0,0,32.0,21,0,2
Kensington,2538,Educational/Research,0.0,0,2.0,1,0,2
Kensington,2538,Unoccupied - Unused,0.0,0,1.0,1,0,1
Kensington,2538,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,2538,Workshop/Studio,0.0,0,2.0,1,0,2
Kensington,2538,Residential Apartment,0.0,0,0.0,0,0,0
Kensington,2538,Office,0,0,0,0
Kensington,2538,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2538,Parking - Commercial Covered,0,0,0,0
Kensington,2509,House/Townhouse,0.0,0,34.0,18,0,2
Kensington,2509,Office,0,0,0,0
Kensington,2509,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2509,Unoccupied - Unused,0,0,0,0
Kensington,2509,Parking - Commercial Covered,0,0,0,0
Kensington,556,House/Townhouse,59.0,30,85.0,38,2,4
Kensington,556,Residential Apartment,0.0,0,0.0,0,0,0
Kensington,556,Unoccupied - Under Renovation,1.0,1,0.0,0,1,0
Kensington,556,Office,0,0,0,0
Kensington,556,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,556,Unoccupied - Unused,0,0,0,0
Kensington,556,Parking - Commercial Covered,0,0,0,0
Kensington,2510,House/Townhouse,0.0,0,59.0,30,0,2
Kensington,2510,Institutional Accommodation,0.0,0,1.0,1,0,1
Kensington,2510,Office,0,0,0,0
Kensington,2510,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2510,Unoccupied - Unused,0,0,0,0
Kensington,2510,Parking - Commercial Covered,0,0,0,0
Kensington,539,Manufacturing,2.0,2,2.0,2,1,1
Kensington,539,Unoccupied - Unused,0.0,0,3.0,2,0,2
Kensington,539,Office,0.0,0,0.0,0,0,0
Kensington,539,Unoccupied - Under Demolition/Condemned,0.0,0,0.0,0,0,0
Kensington,539,Unoccupied - Under Renovation,1.0,1,0.0,0,1,0
Kensington,539,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,539,Storage,3.0,2,0.0,0,2,0
Kensington,539,Wholesale,1.0,1,0.0,0,1,0
Kensington,539,Residential Apartment,0.0,0,7.0,1,0,7
Kensington,539,House/Townhouse,0,0,0,0
Kensington,539,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,539,Parking - Commercial Covered,0,0,0,0
Kensington,565,House/Townhouse,3.0,1,15.0,5,3,3
Kensington,565,Residential Apartment,4.0,1,4.0,1,4,4
Kensington,565,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,565,Office,0,0,0,0
Kensington,565,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,565,Unoccupied - Unused,0,0,0,0
Kensington,565,Parking - Commercial Covered,0,0,0,0
Kensington,2506,House/Townhouse,0.0,0,15.0,7,0,3
Kensington,2506,Office,0,0,0,0
Kensington,2506,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2506,Unoccupied - Unused,0,0,0,0
Kensington,2506,Parking - Commercial Covered,0,0,0,0
Kensington,508,Storage,3.0,3,7.0,4,1,2
Kensington,508,Manufacturing,7.0,4,2.0,1,2,2
Kensington,508,House/Townhouse,2.0,2,4.0,3,1,2
Kensington,508,Office,2.0,1,2.0,1,2,2
Kensington,508,Unoccupied - Unused,2.0,2,5.0,3,1,2
Kensington,508,Wholesale,5.0,3,4.0,2,2,2
Kensington,508,Retail - Cars,0.0,0,0.0,0,0,0
Kensington,508,Workshop/Studio,1.0,1,1.0,1,1,1
Kensington,508,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,508,Parking - Commercial Covered,0,0,0,0
Kensington,2508,House/Townhouse,0.0,0,11.0,6,0,2
Kensington,2508,Office,0,0,0,0
Kensington,2508,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2508,Unoccupied - Unused,0,0,0,0
Kensington,2508,Parking - Commercial Covered,0,0,0,0
Kensington,557,House/Townhouse,20.0,10,28.0,10,2,3
Kensington,557,Office,0,0,0,0
Kensington,557,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,557,Unoccupied - Unused,0,0,0,0
Kensington,557,Parking - Commercial Covered,0,0,0,0
Kensington,2501,Community Use,0.0,0,1.0,1,0,1
Kensington,2501,House/Townhouse,0,0,0,0
Kensington,2501,Office,0,0,0,0
Kensington,2501,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2501,Unoccupied - Unused,0,0,0,0
Kensington,2501,Parking - Commercial Covered,0,0,0,0
Kensington,2540,Workshop/Studio,0.0,0,2.0,2,0,1
Kensington,2540,Office,0.0,0,1.0,1,0,1
Kensington,2540,Unoccupied - Unused,0.0,0,2.0,2,0,1
Kensington,2540,Retail - Shop,0.0,0,0.0,0,0,0
Kensington,2540,Storage,0.0,0,2.0,2,0,1
Kensington,2540,Equipment Installation,0.0,0,1.0,1,0,1
Kensington,2540,Unoccupied - Under Construction,0.0,0,0.0,0,0,0
Kensington,2540,Manufacturing,0.0,0,0.0,0,0,0
Kensington,2540,House/Townhouse,0,0,0,0
Kensington,2540,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,2540,Parking - Commercial Covered,0,0,0,0
Kensington,507,Storage,2.0,1,1.0,1,2,1
Kensington,507,Manufacturing,2.0,2,2.0,1,1,2
Kensington,507,Office,0.0,0,3.0,2,0,2
Kensington,507,Workshop/Studio,1.0,1,1.0,1,1,1
Kensington,507,Unoccupied - Under Renovation,3.0,2,0.0,0,2,0
Kensington,507,Unoccupied - Unused,0.0,0,2.0,1,0,2
Kensington,507,House/Townhouse,0,0,0,0
Kensington,507,Entertainment/Recreation - Indoor,0,0,0,0
Kensington,507,Parking - Commercial Covered,0,0,0,0
Kensington,509,Manufacturing,8.0,1,8.0,1,8,8
Kensington,509,"Performances, Conferences, Ceremonies",0.0,0,0.0,0,0,0
Kensington,509,Workshop/Studio,0.0,0,0.0,0,0,0
Kensington,509,Unoccupied - Unused,4.0,1,0.0,0,4,0
Kensington,509,Office,0.0,0,0.0,0,0,0
